Company Name,Machine Name,Category,Production Capacity (pcs/hr),Dough Min (g),Dough Max (g),Products,Key Features / Notes
Flexi Mixers,FLEXI 40,Spiral Mixer (Fixed Bowl),80,2000,40000,macaron,"- 40 kg max dough capacity- One motor, 2 speeds (bowl & spiral)- Silent belt transmission- Digital control panel- Compact & maintenance-free- Can knead small batches (min 1 kg flour)- 1 shift per day use"
Flexi Mixers,FLEXI 40,Spiral Mixer (Fixed Bowl),80,2000,40000,muffin,"- 40 kg max dough capacity- One motor, 2 speeds (bowl & spiral)- Silent belt transmission- Digital control panel- Compact & maintenance-free- Can knead small batches (min 1 kg flour)- 1 shift per day use"
Flexi Mixers,FLEXI 40,Spiral Mixer (Fixed Bowl),80,2000,40000,neapolitan cookie,"- 40 kg max dough capacity- One motor, 2 speeds (bowl & spiral)- Silent belt transmission- Digital control panel- Compact & maintenance-free- Can knead small batches (min 1 kg flour)- 1 shift per day use"
Flexi Mixers,FLEXI 40,Spiral Mixer (Fixed Bowl),80,2000,40000,pizza base,"- 40 kg max dough capacity- One motor, 2 speeds (bowl & spiral)- Silent belt transmission- Digital control panel- Compact & maintenance-free- Can knead small batches (min 1 kg flour)- 1 shift per day use"
Flexi Mixers,FLEXI 40,Spiral Mixer (Fixed Bowl),80,2000,40000,plum cake,"- 40 kg max dough capacity- One motor, 2 speeds (bowl & spiral)- Silent belt transmission- Digital control panel- Compact & maintenance-free- Can knead small batches (min 1 kg flour)- 1 shift per day use"
Flexi Mixers,FLEXI 40,Spiral Mixer (Fixed Bowl),80,2000,40000,puff pastry,"- 40 kg max dough capacity- One motor, 2 speeds (bowl & spiral)- Silent belt transmission- Digital control panel- Compact & maintenance-free- Can knead small batches (min 1 kg flour)- 1 shift per day use"
Flexi Mixers,FLEXI 40,Spiral Mixer (Fixed Bowl),80,2000,40000,rainbow muffin,"- 40 kg max dough capacity- One motor, 2 speeds (bowl & spiral)- Silent belt transmission- Digital control panel- Compact & maintenance-free- Can knead small batches (min 1 kg flour)- 1 shift per day use"
Flexi Mixers,FLEXI 40,Spiral Mixer (Fixed Bowl),80,2000,40000,rotary cookie,"- 40 kg max dough capacity- One motor, 2 speeds (bowl & spiral)- Silent belt transmission- Digital control panel- Compact & maintenance-free- Can knead small batches (min 1 kg flour)- 1 shift per day use"
Flexi Mixers,FLEXI 40,Spiral Mixer (Fixed Bowl),80,2000,40000,rusk,"- 40 kg max dough capacity- One motor, 2 speeds (bowl & spiral)- Silent belt transmission- Digital control panel- Compact & maintenance-free- Can knead small batches (min 1 kg flour)- 1 shift per day use"
Flexi Mixers,FLEXI 40,Spiral Mixer (Fixed Bowl),80,2000,40000,shortbread cookie,"- 40 kg max dough capacity- One motor, 2 speeds (bowl & spiral)- Silent belt transmission- Digital control panel- Compact & maintenance-free- Can knead small batches (min 1 kg flour)- 1 shift per day use"
Flexi Mixers,FLEXI 40,Spiral Mixer (Fixed Bowl),80,2000,40000,slice cake,"- 40 kg max dough capacity- One motor, 2 speeds (bowl & spiral)- Silent belt transmission- Digital control panel- Compact & maintenance-free- Can knead small batches (min 1 kg flour)- 1 shift per day use"
Flexi Mixers,FLEXI 40,Spiral Mixer (Fixed Bowl),80,2000,40000,sour dough,"- 40 kg max dough capacity- One motor, 2 speeds (bowl & spiral)- Silent belt transmission- Digital control panel- Compact & maintenance-free- Can knead small batches (min 1 kg flour)- 1 shift per day use"
Flexi Mixers,FLEXI 40,Spiral Mixer (Fixed Bowl),80,2000,40000,sourdough bread,"- 40 kg max dough capacity- One motor, 2 speeds (bowl & spiral)- Silent belt transmission- Digital control panel- Compact & maintenance-free- Can knead small batches (min 1 kg flour)- 1 shift per day use"
Flexi Mixers,FLEXI 40,Spiral Mixer (Fixed Bowl),80,2000,40000,sponge cake,"- 40 kg max dough capacity- One motor, 2 speeds (bowl & spiral)- Silent belt transmission- Digital control panel- Compact & maintenance-free- Can knead small batches (min 1 kg flour)- 1 shift per day use"
Flexi Mixers,FLEXI 40,Spiral Mixer (Fixed Bowl),80,2000,40000,sponge sheet,"- 40 kg max dough capacity- One motor, 2 speeds (bowl & spiral)- Silent belt transmission- Digital control panel- Compact & maintenance-free- Can knead small batches (min 1 kg flour)- 1 shift per day use"
Flexi Mixers,FLEXI 40,Spiral Mixer (Fixed Bowl),80,2000,40000,swiss roll,"- 40 kg max dough capacity- One motor, 2 speeds (bowl & spiral)- Silent belt transmission- Digital control panel- Compact & maintenance-free- Can knead small batches (min 1 kg flour)- 1 shift per day use"
Flexi Mixers,FLEXI 40,Spiral Mixer (Fixed Bowl),80,2000,40000,swiss roll sheet,"- 40 kg max dough capacity- One motor, 2 speeds (bowl & spiral)- Silent belt transmission- Digital control panel- Compact & maintenance-free- Can knead small batches (min 1 kg flour)- 1 shift per day use"
Flexi Mixers,FLEXI 40,Spiral Mixer (Fixed Bowl),80,2000,40000,tin bread,"- 40 kg max dough capacity- One motor, 2 speeds (bowl & spiral)- Silent belt transmission- Digital control panel- Compact & maintenance-free- Can knead small batches (min 1 kg flour)- 1 shift per day use"
Flexi Mixers,FLEXI 40,Spiral Mixer (Fixed Bowl),80,2000,40000,viennese whirl,"- 40 kg max dough capacity- One motor, 2 speeds (bowl & spiral)- Silent belt transmission- Digital control panel- Compact & maintenance-free- Can knead small batches (min 1 kg flour)- 1 shift per day use"
Flexi Mixers,FLEXI 40,Spiral Mixer (Fixed Bowl),80,2000,40000,white bread,"- 40 kg max dough capacity- One motor, 2 speeds (bowl & spiral)- Silent belt transmission- Digital control panel- Compact & maintenance-free- Can knead small batches (min 1 kg flour)- 1 shift per day use"
Flexi Mixers,FLEXI 40,Spiral Mixer (Fixed Bowl),80,2000,40000,wirecut cookie,"- 40 kg max dough capacity- One motor, 2 speeds (bowl & spiral)- Silent belt transmission- Digital control panel- Compact & maintenance-free- Can knead small batches (min 1 kg flour)- 1 shift per day use"
LUX Mixers,LUX,Mixer,3750,80000,300000,atta cookie,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,baguette,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,banana cake,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,barni cake,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,battenberg cake,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,bread loaf,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,brioche,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,brown bread,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,bun,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,burger bun,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,butter cookie,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,carrot cake,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,checkered cookie,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,choco-filled cookie,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,coconut biscuit,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,cream filled muffin,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,cream roll,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,croissant,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,cup cake,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,danish cookie,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,date bar cookie,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,dinner roll,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,donut,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,drop cookie,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,eclair,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,finger cake,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,fruit bun,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,fruit rusk,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,hamburger bun,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,hot dog,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,jeera butter,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,jeera rusk,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,khari,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,kulcha,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,ladi pav,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,long bun,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,long drop cookie,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,macaron,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,muffin,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,neapolitan cookie,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,pizza base,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,plum cake,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,puff pastry,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,rainbow muffin,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,rotary cookie,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,rusk,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,shortbread cookie,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,slice cake,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,sour dough,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,sourdough bread,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,sponge cake,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,sponge sheet,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,swiss roll,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,swiss roll sheet,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,tin bread,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,viennese whirl,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,white bread,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX,Mixer,3750,80000,300000,wirecut cookie,"| 3 motors (spiral tool, bowl, hydraulic unit) | 2-speed spiral tool + reverse bowl rotation | Hydraulic head lifting + automatic bowl locking | Friction wheel bowl guidance | Designed for soft dough with hydration >55% (European flour)"
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,atta cookie,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,baguette,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,banana cake,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,barni cake,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,battenberg cake,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,bread loaf,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,brioche,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,brown bread,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,bun,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,burger bun,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,butter cookie,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,carrot cake,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,checkered cookie,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,choco-filled cookie,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,coconut biscuit,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,cream filled muffin,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,cream roll,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,croissant,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,cup cake,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,danish cookie,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,date bar cookie,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,dinner roll,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,donut,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,drop cookie,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,eclair,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,finger cake,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,fruit bun,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,fruit rusk,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,hamburger bun,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,hot dog,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,jeera butter,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,jeera rusk,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,khari,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
LUX Mixers,LUX R Line,Mixer,3750,80000,300000,kulcha,| All LUX features PLUS: | Double spiral transmission | Special straight breaking column (no feet) | Handles stiff dough with hydration ≤45% (European flour)
